"Protein_A","Protein_B","Abd_A","Abd_B","Colony_Size"
"OTU1","DBP5","25.3",156,23970
"OTU1","RNR2","25.3",352,26180
"PAA1","PTC3",285,"48.1",31021
"PAC10","GIM3","58.1",140,53290
"PAC10","GIM5","58.1",118,37318
"PAC10","YKE2","58.1",215,61096
"PAC11","FUN19",967,"4.38",22702
"PAC11","ERV15",967,"5.16",21165
"PAC11","APC11",967,"1.13",21610
"PAF1","SWI6",118,"33.6",21453
"PAF1","RPB9",118,"35.3",22519
"PAH1","SOD2","13.9",785,20396
"PAM17","ECM4","70.2","21.9",24303
"PAN5","PAN5","89.7","89.7",73879
"PAN5","AAT2","89.7",474,20685
"PBP4","ALG5",114,"7.13",20839
"PBP4","UBC13",114,"86.0",20182
"PCH2","SRP14",56,"90.1",23656
"PCH2","IDI1",56,187,20484
"PCH2","RPB5",56,173,22090
"PCH2","LSM1",56,1066,23595
"PCH2","MGM1",56,"22.5",21374
"PCK1","ALO1",268,104,29241
"PCK1","PCK1",268,268,38546
"PCK1","HSP12",268,1942,35520
"PCL1","GIM5","2.71",118,21302
"PCL1","PSR2","2.71","21.5",21366
"PCL1","SSP120","2.71","47.5",20353
"PCL1","IDI1","2.71",187,22044
"PCL10","SAM50","8.09","13.5",21591
"PCL7","SAM50","6.31","13.5",25588
"PCL7","ECM4","6.31","21.9",22018
"PCL9","ECM4",425,"21.9",22741
"PCM1","PDE2","73.6","10.7",24833
"PCM1","LYS1","73.6",135,25769
"PCM1","SWI6","73.6","33.6",20610
"PCM1","TAF2","73.6","8.01",24290
"PCS60","ADE17","60.2",351,20423
"PCS60","PCS60","60.2","60.2",76113
"PCS60","ARO8","60.2",343,23096
"PCS60","GLN1","60.2",430,29771
"PCS60","CYS4","60.2",734,29432
"PCS60","RNR1","60.2",120,23495
"PCT1","KRE9","45.1","36.2",23959
"PCT1","ECM4","45.1","21.9",21323
"PDC5","RPB11",1293,101,20254
"PDC6","GLN1",1600,430,20291
"PDC6","CYS4",1600,734,26530
"PDC6","RNR1",1600,120,28022
"PDE1","CSM3","7.75","3.21",23815
"PDR5","HXT1","87.1","46.7",48069
"PDR5","HXT5","87.1","26.3",34155
"PDR5","MUP1","87.1","16.2",23505
"PDR5","PDR12","87.1","14.2",30403
"PDR5","PDR5","87.1","87.1",28961
"PDR5","QDR2","87.1","7.54",22096
"PDR5","TPO2","87.1","30.3",32474
"PDR5","TPO1","87.1","8.4",32601
"PDR5","DIP5","87.1","10.7",41102
"PDR5","GAP1","87.1","11.9",55129
"PDR5","HXT3","87.1",142,79894
"PDR5","HXT7","87.1",124,74848
"PDR5","IST2","87.1",136,29962
"PDR5","AGP1","87.1","10.6",32110
"PDR5","CRP1","87.1",278,43066
"PDR5","CAN1","87.1","4.97",37490
"PDR5","SPF1","87.1",108,23157
"PDR8","SSS1",38,184,20266
"PDR8","DBP5",38,156,25731
"PDX1","SAM50",149,"13.5",20711
"PEP1","SEC7","26.4","35.8",21854
"PEP1","VPS17","26.4","13.0",22020
"PEP1","VPS35","26.4","10.1",59667
"PEP1","VPS5","26.4","19.0",76339
"PEP1","GGA2","26.4",109,24832
"PEP1","PEP1","26.4","26.4",88217
"PEP1","MRL1","26.4","5.15",21713
"PEP1","TVP15","26.4","17.1",38626
"PEP1","VPS68","26.4","11.3",29819
"PEP1","KEX1","26.4","21.9",28694
"PEP1","CHC1","26.4",178,39176
"PEP1","ENT3","26.4",179,28253
"PEP1","CUE5","26.4",158,20404
"PEP1","PEP8","26.4","28.4",35039
"PEP1","VMA4","26.4",907,28722
"PET100","ECM4","14.3","21.9",21938
"PEX10","PEX11","29.7","64.6",31841
"PEX10","RIM1","29.7",351,24241
"PEX10","ECM4","29.7","21.9",21944
"PEX11","GTT1","64.6",112,46961
"PEX11","YPT52","64.6",144,20861
"PEX11","GDH2","64.6","43.8",28244
"PEX11","ANT1","64.6","22.4",37942
"PEX11","HSP42","64.6",236,25165
"PEX11","PEX11","64.6","64.6",93387
"PEX11","PEX15","64.6",975,30980
"PEX11","PEX19","64.6","48.2",60117
"PEX11","PEX25","64.6","34.1",51272
"PEX11","PEX3","64.6","4.33",21517
"PEX11","PEX13","64.6","41.9",33939
"PEX11","PEX14","64.6",582,48656
"PEX11","AAT2","64.6",474,23757
"PEX11","THR1","64.6",307,22869
"PEX11","ARF1","64.6",797,29313
"PEX11","QCR9","64.6","80.0",26035
"PEX11","ARF3","64.6","35.9",54055
"PEX11","YLR257W","64.6",141,21764
"PEX11","GDI1","64.6",172,20425
"PEX11","ECM4","64.6","21.9",21312
"PEX11","GLN1","64.6",430,34051
"PEX11","HSP12","64.6",1942,21621
"PEX11","RNR1","64.6",120,50774
"PEX11","UBA1","64.6",284,26642
"PEX11","IST2","64.6",136,34113
"PEX11","RTN1","64.6",542,28265
"PEX11","CRP1","64.6",278,58644
"PEX12","PEX11","27.2","64.6",26360
"PEX13","PEX11","41.9","64.6",79835
"PEX13","PEX19","41.9","48.2",25231
"PEX14","HSP42",582,236,26675
"PEX14","PEX11",582,"64.6",57385
"PEX14","PEX19",582,"48.2",28893
"PEX14","PEX6",582,"1.44",26586
"PEX14","PEX14",582,582,96963
"PEX14","PEX17",582,146,37890
"PEX14","SAM50",582,"13.5",20140
"PEX14","GLN1",582,430,23010
"PEX15","ALG5",975,"7.13",20224
"PEX15","NAB3",975,"47.8",20803
"PEX15","YHR078W",975,109,22092
"PEX15","LSM1",975,1066,20609
"PEX15","MGM1",975,"22.5",24550
"PEX17","PEX14",146,582,34049
"PEX17","PEX17",146,146,54061
"PEX25","PEX11","34.1","64.6",56600
"PEX25","PEX19","34.1","48.2",25761
"PEX25","PEX25","34.1","34.1",125327
"PEX25","PEX3","34.1","4.33",50310
"PEX3","PEX11","4.33","64.6",63906
"PEX3","PEX25","4.33","34.1",83747
"PEX30","PEX30","97.9","97.9",50695
"PEX30","RTN1","97.9",542,88997
"PEX30","AGP1","97.9","10.6",37276
"PEX30","YOP1","97.9",186,37547
"PEX4","PEX11","3.7","64.6",28924
"PEX6","PEX1","1.44","3.02",22811
"PEX7","RPN3","3.85","75.8",22442
"PFD1","GIM5","63.9",118,23247
"PFK26","YOR296W","21.1",377,24937
"PFK26","TAF2","21.1","8.01",20444
"PFS2","ECM4","6.27","21.9",21135
"PFS2","RNR2","6.27",352,20886
"PGD1","NAB3","37.7","47.8",21514
"PGM1","MGM1",130,"22.5",23940
"PGM2","ARC40",289,"78.7",23190
"PGM2","SEC27",289,151,28853
"PGM2","TPM2",289,405,22309
"PGM2","ADE17",289,351,26800
"PGM2","ARC35",289,132,29036
"PGM2","ALO1",289,104,46145
"PGM2","ARC15",289,161,21874
"PGM2","INO1",289,108,21402
"PGM2","VMA8",289,122,49664
"PGM2","PGM2",289,289,36298
"PGM2","HUG1",289,"1.82",31179
"PGM2","CHC1",289,178,22497
"PGM2","SSD1",289,"57.6",28669
"PGM2","DBP5",289,156,29926
"PGM2","ARO8",289,343,58334
"PGM2","GLN1",289,430,49506
"PGM2","THS1",289,341,29515
"PGM2","VAS1",289,324,73373
"PGM2","ADE2",289,"98.3",25313
"PGM2","OYE2",289,647,45259
"PGM2","VMA4",289,907,45236
"PGM2","IPP1",289,1633,47607
"PGM2","HSP12",289,1942,39664
"PGM2","CAR2",289,308,39460
"PGM2","CYS4",289,734,54480
"PGM2","RNR1",289,120,35225
"PGM2","RNR2",289,352,67518
"PGM2","MET13",289,"27.3",34408
"PGM2","SAH1",289,1129,56380
"PGM2","MBF1",289,1007,36818
"PGM2","UBA1",289,284,31126
"PGM2","RTN1",289,542,20112
"PHB1","KEL3",155,"34.3",26890
"PHD1","DBP5",295,156,21443
"PHO13","ADE17","81.3",351,29129
"PHO13","URA4","81.3",110,28188
"PHO13","ARO8","81.3",343,29959
"PHO13","GLN1","81.3",430,33991
"PHO13","VAS1","81.3",324,28912
"PHO13","OYE2","81.3",647,25096
"PHO13","VMA4","81.3",907,26954
"PHO13","RNR1","81.3",120,21717
"PHO13","RNR2","81.3",352,37418
"PHO13","SAH1","81.3",1129,21102
"PHO8","RIM1","59.9",351,20821
"PHO8","RPN3","59.9","75.8",22653
"PHO8","ECM4","59.9","21.9",21813
"PHO84","PHO86",149,"50.0",46482
"PHO84","RPN3",149,"75.8",22694
"PHO84","ERG11",149,133,20518
"PHO84","ERV25",149,"88.8",21326
"PHO84","HXT7",149,124,22947
"PHO84","SEC63",149,100,23677
"PHO84","RTN1",149,542,34036
"PHO84","CHO1",149,"37.3",34880
"PHO84","AGP1",149,"10.6",54253
"PHO84","OST1",149,"52.8",32193
"PHO84","SAC1",149,137,24063
"PHO86","PHO88","50.0",404,21191
"PHO86","SRP14","50.0","90.1",20649
"PHO86","ORM2","50.0","28.2",21987
"PHO86","ERG11","50.0",133,32003
"PHO86","GAP1","50.0","11.9",50148
"PHO86","VRG4","50.0","11.8",24664
"PHO86","HXT7","50.0",124,32871
"PHO86","PHO84","50.0",149,72014
"PHO86","SEC63","50.0",100,22104
"PHO86","RTN1","50.0",542,55658
"PHO86","CHO1","50.0","37.3",39384
"PHO86","AGP1","50.0","10.6",92779
"PHO86","OST1","50.0","52.8",53139
"PHO86","SAC1","50.0",137,39658
"PHO86","SPF1","50.0",108,43459
"PHO86","YOP1","50.0",186,21483
"PHO86","UBP1","50.0","44.6",25339
"PHO88","SOP4",404,"31.3",53012
"PHO88","HXT1",404,"46.7",36255
"PHO88","ILM1",404,"33.0",36570
"PHO88","PHO88",404,404,93888
"PHO88","SEC62",404,"39.0",25040
"PHO88","ALG5",404,"7.13",21092
"PHO88","SSH1",404,"100.0",101467
"PHO88","ORM2",404,"28.2",40522
"PHO88","TPO2",404,"30.3",47129
"PHO88","TPO3",404,"25.7",60471
"PHO88","ERG11",404,133,58074
"PHO88","LAC1",404,"11.7",29004
"PHO88","NCP1",404,159,22811
"PHO88","SHR3",404,"35.7",59583
"PHO88","ERP1",404,122,46727
"PHO88","SEY1",404,"40.8",25647
"PHO88","ERV25",404,"88.8",54151
"PHO88","FCY2",404,"39.8",57833
"PHO88","GAP1",404,"11.9",127285
"PHO88","VRG4",404,"11.8",25898
"PHO88","GNP1",404,"46.7",36295
"PHO88","GSF2",404,115,31992
"PHO88","HXT3",404,142,64883
"PHO88","HXT7",404,124,99213
"PHO88","ICE2",404,"4.34",40344
"PHO88","PHS1",404,"4.96",24976
"PHO88","SAM3",404,"17.1",32052
"PHO88","PHO84",404,149,91846
"PHO88","SEC63",404,100,44307
"PHO88","RTN1",404,542,96319
"PHO88","TNA1",404,"4.01",48613
"PHO88","YET1",404,"76.4",39847
"PHO88","CHO1",404,"37.3",89097
"PHO88","VCX1",404,"29.0",35955
"PHO88","ELO1",404,"5.1",53106
"PHO88","COX5A",404,134,26449
"PHO88","AGP1",404,"10.6",130421
"PHO88","OST1",404,"52.8",97370
"PHO88","SAC1",404,137,45645
"PHO88","CAN1",404,"4.97",63050
"PHO88","SPF1",404,108,113547
"PHO88","ERP2",404,155,31094
"PHO88","YOP1",404,186,58400
"PHO88","UBA4",404,"37.7",34507
"PHO88","UBP1",404,"44.6",31130
"PIB1","UBC13","8.44","86.0",22671
"PIB2","MEH1","17.0","16.5",67544
"PIB2","VAC8","17.0","76.0",23471
"PIB2","SLM4","17.0","38.6",21013
"PIG1","ERR1",71,"80.4",24489
"PIG2","SAS2","7.66","8.69",20513
"PIG2","DBP3","7.66",137,20420
"PIG2","GSY2","7.66","81.3",22428
"PIG2","TAF2","7.66","8.01",29791
"PIG2","ECM4","7.66","21.9",21464
"PIH1","RVB1","14.8",137,30596
"PIM1","PRP43","48.7","85.5",27145
"PIM1","NTF2","48.7",486,29394
"PIM1","MET7","48.7","26.1",23266
"PIM1","KEX1","48.7","21.9",25015
"PIM1","DBP5","48.7",156,34613
"PIN2","SEC7","11.3","35.8",33196
"PIN2","CHS3","11.3","10.8",33821
"PIN2","SYF2","11.3","20.9",24143
"PIN2","MID2","11.3","7.82",27914
"PIN2","RGD2","11.3","12.6",23471
"PIN2","PIN2","11.3","11.3",22740
"PIN2","KEX1","11.3","21.9",20433
"PIN2","FLC2","11.3","15.8",63735
"PIN2","FLC1","11.3","6.34",21549
"PIN2","DNF1","11.3","14.5",36959
"PIN2","DRS2","11.3","8.11",24638
"PIN3","SAM50",130,"13.5",20262
"PIN4","MOT2","73.3","62.0",38368
"PIN4","CDC36","73.3","20.3",23524
"PIN4","CDC39","73.3","25.2",24192
"PIN4","CAF40","73.3","17.6",51030
"PIN4","ECM4","73.3","21.9",20261
"PIR1","PEX29","27.6","19.4",21905
"PIR1","MSH2","27.6","13.7",21821
"PIR1","GYL1","27.6","16.1",21662
"PIR1","YDR541C","27.6","2.37",21830
"PIR1","ALG5","27.6","7.13",21227
"PIR1","SET5","27.6","14.0",21455
"PIR1","ADH4","27.6","73.9",20879
"PIR1","ARE2","27.6","7.89",22683
"PIR1","SWI6","27.6","33.6",22128
"PIR1","IDI1","27.6",187,23548
"PIR1","CFT1","27.6","4.74",22223
"PIR1","ARP8","27.6","17.3",21972
"PIR1","YHR078W","27.6",109,24367
"PIR1","LSM1","27.6",1066,25729
"PIR1","MGM1","27.6","22.5",21263
"PIS1","NIC96","57.0",147,22866
"PIS1","ERV29","57.0","49.8",24264
"PIS1","NDC1","57.0","34.3",33509
"PIS1","PHO88","57.0",404,32500
"PIS1","MSC7","57.0","63.9",45789
"PIS1","PIS1","57.0","57.0",121833
"PIS1","ALG5","57.0","7.13",22484
"PIS1","SSH1","57.0","100.0",56621
"PIS1","ORM2","57.0","28.2",22583
"PIS1","PPZ1","57.0","47.0",48853
"PIS1","TPO4","57.0","14.4",22780
"PIS1","AYR1","57.0","92.3",32407
"PIS1","ROD1","57.0","15.9",25906
"PIS1","SIS2","57.0","34.1",31156
"PIS1","TCB3","57.0","87.3",37481
"PIS1","ERG11","57.0",133,52270
"PIS1","ERG5","57.0","35.1",23406
"PIS1","NCP1","57.0",159,33997
"PIS1","OSH6","57.0","36.6",23731
"PIS1","RER2","57.0","9.4",23108
"PIS1","SHR3","57.0","35.7",27692
"PIS1","ERP1","57.0",122,35658
"PIS1","SEY1","57.0","40.8",28432
"PIS1","ERV25","57.0","88.8",32443
"PIS1","GAP1","57.0","11.9",62696
"PIS1","VRG4","57.0","11.8",34335
"PIS1","GNP1","57.0","46.7",21064
"PIS1","GSF2","57.0",115,25298
"PIS1","PHS1","57.0","4.96",32046
"PIS1","PMR1","57.0","35.7",37456
"PIS1","YDR524C-B","57.0",659,24782
"PIS1","PHO84","57.0",149,24093
"PIS1","SEC63","57.0",100,45154
"PIS1","RTN1","57.0",542,124629
"PIS1","ORM1","57.0","23.4",22813
"PIS1","YET1","57.0","76.4",39695
"PIS1","CHO1","57.0","37.3",67947
"PIS1","ELO1","57.0","5.1",40078
"PIS1","ERG1","57.0","90.2",44387
"PIS1","GRX2","57.0",437,21993
"PIS1","AGP1","57.0","10.6",126913
"PIS1","CRP1","57.0",278,25723
"PIS1","OST1","57.0","52.8",66114
"PIS1","SAC1","57.0",137,76339
"PIS1","CAN1","57.0","4.97",31497
"PIS1","SPF1","57.0",108,79787
"PIS1","ERP2","57.0",155,30759
"PIS1","YOP1","57.0",186,38706
"PIS1","UBP1","57.0","44.6",40307
"PKH1","KRE9","13.6","36.2",22488
"PKH2","RPN3","16.6","75.8",21377
"PKH2","SWI6","16.6","33.6",22726
"PKH3","RPN3","12.8","75.8",22364
"PKR1","PHO88",767,404,21702
"PKR1","ORM2",767,"28.2",20505
"PKR1","ERG11",767,133,24990
"PKR1","VMA21",767,172,37533
"PKR1","ERP1",767,122,36698
"PKR1","ERV25",767,"88.8",24241
"PKR1","GAP1",767,"11.9",32607
"PKR1","VRG4",767,"11.8",20738
"PKR1","PHO84",767,149,27443
"PKR1","RTN1",767,542,56520
"PKR1","YET1",767,"76.4",23720
"PKR1","CHO1",767,"37.3",44521
"PKR1","AGP1",767,"10.6",73127
"PKR1","OST1",767,"52.8",73569
"PKR1","SAC1",767,137,37745
"PKR1","SPF1",767,108,57288
"PKR1","ERP2",767,155,26443
"PLB2","MED2","11.9","20.8",22446
"PLC1","YCS4",29,"2.11",20797
"PLC1","SSS1",29,184,20712
"PLC1","TAF2",29,"8.01",22354
"PLC1","SAM50",29,"13.5",26400
"PLC1","DBP5",29,156,20439
"PLM2","WSC2",142,"1.68",35431
"PLM2","SEC27",142,151,28006
"PLM2","HNM1",142,"19.7",36853
"PLM2","HXT1",142,"46.7",67703
"PLM2","ITR1",142,"42.0",25458
"PLM2","MEP1",142,"1.25",28170
"PLM2","MEP3",142,"1.34",31792
"PLM2","MUP1",142,"16.2",56291
"PLM2","RCK2",142,"62.3",25344
"PLM2","PDR12",142,"14.2",26093
"PLM2","RET2",142,125,29819
"PLM2","SFK1",142,"7.29",68287
"PLM2","QDR2",142,"7.54",33370
"PLM2","ARB1",142,296,26656
"PLM2","SNA3",142,"63.8",33746
"PLM2","PPZ1",142,"47.0",44388
"PLM2","TPO2",142,"30.3",23530
"PLM2","TPO3",142,"25.7",20105
"PLM2","TPO4",142,"14.4",26791
"PLM2","SNQ2",142,"26.3",28644
"PLM2","TPO1",142,"8.4",31906
"PLM2","TVP15",142,"17.1",33695
"PLM2","TCB3",142,"87.3",33325
"PLM2","KEX1",142,"21.9",30179
"PLM2","FLC2",142,"15.8",35114
"PLM2","GPA2",142,"23.4",22286
"PLM2","YOR1",142,"8.37",23669
"PLM2","FLC1",142,"6.34",29371
"PLM2","DIP5",142,"10.7",62370
"PLM2","KES1",142,232,25342
"PLM2","SSD1",142,"57.6",35938
"PLM2","MGM1",142,"22.5",20801
"PLM2","ARO8",142,343,44976
"PLM2","GLN1",142,430,42292
"PLM2","VAS1",142,324,56032
"PLM2","OYE2",142,647,23689
"PLM2","CYS4",142,734,55441
"PLM2","MET13",142,"27.3",24556
"PLM2","MBF1",142,1007,34624
"PLM2","GAP1",142,"11.9",36470
"PLM2","HXT3",142,142,50239
"PLM2","HXT7",142,124,51486
"PLM2","IST2",142,136,67506
"PLM2","RTN1",142,542,32756
"PLM2","AGP1",142,"10.6",45413
"PLM2","CRP1",142,278,35613
"PLM2","OST1",142,"52.8",22448
"PLM2","SAC1",142,137,21547
"PLM2","CAN1",142,"4.97",37747
"PLM2","YOP1",142,186,45597
"PLP1","RPN3","5.29","75.8",21327
"PLP2","ERV15","37.4","5.16",23970
"PLP2","RIM1","37.4",351,20362
"PLP2","PST2","37.4",549,21228
"PLP2","SRV2","37.4",255,22542
"PLP2","NUP1","37.4","86.7",21455
"PLP2","ECM4","37.4","21.9",30908
"PLP2","DBP5","37.4",156,21320
"PLP2","RNR2","37.4",352,40372
"PLP2","UBA1","37.4",284,22474
"PMA1","GSF2",1495,115,20828
"PMC1","HXT1","14.7","46.7",26180
"PMC1","VPS35","14.7","10.1",35881
"PMC1","GTR2","14.7","7.58",36742
"PMC1","MEH1","14.7","16.5",31182
"PMC1","PEP1","14.7","26.4",20635
"PMC1","MRL1","14.7","5.15",32791
"PMC1","PMC1","14.7","14.7",76636
"PMC1","VAC8","14.7","76.0",52080
"PMC1","VMA13","14.7",207,39754
"PMC1","VMA7","14.7",289,42328
"PMC1","VMA8","14.7",122,37317
"PMC1","VPH1","14.7",149,23837
"PMC1","COT1","14.7","32.2",39249
"PMC1","VPS68","14.7","11.3",37953
"PMC1","ATG27","14.7","39.3",43979
"PMC1","YBT1","14.7","32.7",23108
"PMC1","FTH1","14.7","9.96",56093
"PMC1","YML018C","14.7",881,73681
"PMC1","PIB2","14.7","17.0",22452
"PMC1","HSP12","14.7",1942,20048
"PMC1","MBF1","14.7",1007,23228
"PMC1","GAP1","14.7","11.9",24590
"PMC1","AGP1","14.7","10.6",35954
"PMC1","CRP1","14.7",278,35499
"PMS1","UFE1",559,"6.41",20232
"PMS1","GAT2",559,65,20796
"PMS1","CPR8",559,"2.67",21230
"PMS1","LST7",559,214,20480
"PMS1","ERR1",559,"80.4",22399
"PMS1","YHR078W",559,109,21568
"PMS1","ECM4",559,"21.9",20612
"PMT1","ECM4","60.8","21.9",21133
"PMT3","PEX29","10.6","19.4",22075
"PMT3","RIM1","10.6",351,20872
"PMT3","TAF2","10.6","8.01",21174
"PMT3","ECM4","10.6","21.9",29695
"PMT3","DBP5","10.6",156,22033
"PMT4","ECM4","33.3","21.9",21941
"PNO1","KEL3","72.1","34.3",72022
"PNO1","UBP1","72.1","44.6",32071
"PNT1","KRE9","2.08","36.2",21419
"POG1","RPN3","3.81","75.8",21253
"POG1","SAM50","3.81","13.5",23192
"POG1","DBP5","3.81",156,23449
"POL1","KRE9","12.8","36.2",20920
"POL1","ECM4","12.8","21.9",22437
"POL4","SWI6",492,"33.6",22466
"POL5","LSM1","31.1",1066,20707
"POP2","WHI3","13.9","19.0",38412
"POP2","MOT2","13.9","62.0",55787
"POP2","SET2","13.9","13.8",29366
"POP2","LSM4","13.9",545,32309
"POP2","CDC39","13.9","25.2",83292
"POP2","NST1","13.9","10.7",39558
"POP2","DEF1","13.9",463,55586
"POP2","UBC13","13.9","86.0",25467
"POP2","CAF40","13.9","17.6",57934
"POP2","DHH1","13.9",143,32077
"POP2","NOT3","13.9","60.2",44247
"POS5","PDE2","36.8","10.7",22120
"POX1","RPN3","12.3","75.8",26142
"POX1","PGM1","12.3",130,20928
"POX1","TAF2","12.3","8.01",24529
"PPH21","TAF2","68.0","8.01",26108
"PPH21","LSM1","68.0",1066,23691
"PPH21","SAM50","68.0","13.5",27844
"PPH22","TAF2","65.8","8.01",24926
"PPH22","LSM1","65.8",1066,22505
"PPH22","SAM50","65.8","13.5",27330
"PPH22","ECM4","65.8","21.9",26322
"PPN1","ERR1","14.2","80.4",20250
"PPN1","TAF2","14.2","8.01",26016
"PPN1","ECM4","14.2","21.9",20038
"PPR1","RIM1",232,351,20449
"PPS1","YPD1","2.15","99.6",20364
"PPZ1","HNM1","47.0","19.7",26804
"PPZ1","VHS3","47.0","14.9",66049
"PPZ1","MID2","47.0","7.82",29835
"PPZ1","MUP1","47.0","16.2",44930
"PPZ1","PDR12","47.0","14.2",37610
"PPZ1","SFK1","47.0","7.29",27182
"PPZ1","NHA1","47.0","4.92",34434
"PPZ1","PPZ1","47.0","47.0",52284
"PPZ1","TPO4","47.0","14.4",31517
"PPZ1","SIS2","47.0","34.1",88326
"PPZ1","YOR1","47.0","8.37",22699
"PPZ1","FLC1","47.0","6.34",23101
"PPZ1","ECM4","47.0","21.9",21877
"PPZ1","HXT7","47.0",124,29437
"PPZ1","PHO84","47.0",149,21491
"PPZ1","RTN1","47.0",542,62224
"PPZ1","AGP1","47.0","10.6",31566
"PPZ1","OST1","47.0","52.8",29819
"PPZ1","YOP1","47.0",186,42821
"PPZ2","VHS3","15.9","14.9",21931
"PPZ2","SIS2","15.9","34.1",34525
"PPZ2","TAF2","15.9","8.01",22337
"PRC1","YHR078W",149,109,20485
"PRE10","PRE8",212,222,24696
"PRE10","PRE9",212,188,39714
"PRE10","ARO8",212,343,25949
"PRE10","GLN1",212,430,20854
"PRE10","RNR2",212,352,27154
"PRE8","PRE9",222,188,78646
"PRE8","PRE10",222,212,39905
"PRE8","RPT6",222,179,20149
"PRE8","GLN1",222,430,21905
"PRI1","ECM4","25.0","21.9",20063
"PRK1","ARC40","15.2","78.7",40835
"PRK1","JNM1","15.2","2.33",22116
"PRK1","RIM1","15.2",351,21845
"PRK1","ALG5","15.2","7.13",20080
"PRK1","SAM50","15.2","13.5",22087
"PRK1","ECM4","15.2","21.9",20660
"PRM3","UBP6",987,126,20375
"PRM3","PRP5",987,677,21032
"PRM3","PUB1",987,319,21623
"PRM3","SRO7",987,"6.71",22775
"PRM3","DBP10",987,"39.4",20519
"PRM3","MSH2",987,"13.7",20438
"PRM3","USE1",987,"10.0",20543
"PRM3","UBC13",987,"86.0",22235
"PRM3","ARF3",987,"35.9",22582
"PRM3","YGR168C",987,269,24866
"PRM3","ROM1",987,"3.34",20162
"PRM3","TPK2",987,"61.4",21655
"PRM3","LSM1",987,1066,29463
"PRM3","MGM1",987,"22.5",28464
"PRM4","LSM1",782,1066,22172
"PRM8","CHO1","8.71","37.3",33052
"PRM8","AGP1","8.71","10.6",25545
"PRM8","OST1","8.71","52.8",33870
"PRO1","PRO1","67.6","67.6",50771
"PRO1","RNR1","67.6",120,27804
"PRO2","SEC27",224,151,26238
"PRO2","PRO2",224,224,75782
"PRO2","ARO8",224,343,38385
"PRO2","GLN1",224,430,31305
"PRO2","VAS1",224,324,32150
"PRO2","OYE2",224,647,25654
"PRO2","VMA4",224,907,22610
"PRO2","IPP1",224,1633,27922
"PRO2","CYS4",224,734,28062
"PRO2","RNR1",224,120,24618
"PRO2","UBA1",224,284,22427
"PRO3","SEC27",302,151,29684
"PRO3","ATX1",302,"97.9",44896
"PRO3","VMA8",302,122,20129
"PRO3","PRO3",302,302,96959
"PRO3","ARO8",302,343,34741
"PRO3","GLN1",302,430,36452
"PRO3","VAS1",302,324,25341
"PRO3","OYE2",302,647,24559
"PRO3","VMA4",302,907,32119
"PRO3","IPP1",302,1633,25102
"PRO3","CAR2",302,308,20493
"PRO3","CYS4",302,734,24396
"PRO3","RNR1",302,120,38236
"PRO3","UBA1",302,284,21943
"PRP21","TAF2","9.36","8.01",21338
"PRP39","UME1","2.72","32.3",20469
"PRP40","MDM35","6.7","93.5",22550
"PRP43","PRP43","85.5","85.5",38018
"PRP43","SEC5","85.5","5.34",21823
"PRP43","BCY1","85.5",149,26236
"PRP43","NHP2","85.5",337,57714
"PRP43","NOP10","85.5",544,39296
"PRP43","TAF2","85.5","8.01",21632
"PRP45","ECM4","18.5","21.9",21302
"PRP5","FYV4",677,"25.1",29363
"PRP6","KRE9","8.22","36.2",21017
"PRP9","ELM1","6.74",537,23541
"PRP9","DBP10","6.74","39.4",22538
"PRP9","YCS4","6.74","2.11",21679
"PRP9","ECM4","6.74","21.9",22249
"PRR2","ECM4","11.8","21.9",21944
"PRR2","DBP5","11.8",156,22861
"PRS1","PRS1","88.5","88.5",100838
"PRS1","PRS2","88.5","40.9",42721
"PRS1","PRS4","88.5","52.6",46733
"PRS1","PRS5","88.5","91.1",44785
"PRS2","PRS1","40.9","88.5",99173
"PRS2","PRS2","40.9","40.9",119707
"PRS2","PRS4","40.9","52.6",61592
"PRS3","PRS3",113,113,134152
"PRS3","PRS5",113,"91.1",73367
"PRS4","PRS1","52.6","88.5",69048
"PRS4","PRS2","52.6","40.9",79402
"PRS5","PRS3","91.1",113,151519
"PRS5","PRS1","91.1","88.5",34990
"PRS5","PRS5","91.1","91.1",90283
"PSA1","SRO9",1122,441,26321
"PSA1","ATX1",1122,"97.9",38604
"PSA1","AAT2",1122,474,23206
"PSA1","EFT2",1122,2395,27974
"PSA1","YGR130C",1122,117,25577
"PSA1","MYO5",1122,"45.1",22272
"PSA1","SEC26",1122,105,26777
"PSA1","ARO8",1122,343,34890
"PSA1","GLN1",1122,430,53864
"PSA1","VMA4",1122,907,36402
"PSA1","IPP1",1122,1633,62630
"PSA1","CYS4",1122,734,54119
"PSA1","RNR1",1122,120,44086
"PSA1","MET13",1122,"27.3",27520
"PSA1","RTN1",1122,542,47421
"PSA1","YOP1",1122,186,23641
"PSK1","MMP1","16.6","1.08",23601
"PSP2","DED1","51.3",399,25246
"PSR1","SWI6","24.5","33.6",22476
"PSR1","VPS64","24.5","4.0",23310
"PSR1","STE2","24.5","24.4",23948
"PSR1","STE3","24.5","2.99",22072
"PST2","WSC2",549,"1.68",46243
"PST2","HNM1",549,"19.7",71329
"PST2","HXT1",549,"46.7",20659
"PST2","ITR1",549,"42.0",24100
"PST2","MEP1",549,"1.25",27253
"PST2","MEP3",549,"1.34",27966
"PST2","MID2",549,"7.82",85270
"PST2","MUP1",549,"16.2",61256
